sentiment,message,tweetid
1,"stp with the global climate change, put your efforts toward selling the sizzel EV's and PV's the key is more homes with solar #solarchat",793227585450872832
1,Leo's climate change documentary is so epic. He's amazing.,793227795388260352
2,"Canada not ready for catastrophic effects of climate change, report warns: The report graded each province an... https://t.co/ySQgh5QpKa",793228954383495168
0,RT @GlblCtzn: HereÃ¢â‚¬â„¢s what you need to know about Leonardo DiCaprioÃ¢â‚¬â„¢s climate change film. https://t.co/iqsmOmRlTk,793229150697979904
1,RT @Jackthelad1947: Company directors to face penalties for ignoring climate change #auspol politicians should too https://t.co/sHkGVfRQUm,793229323612266496
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793229769127100416
1,RT @og_mr_d: Before the Flood wasn't perfect documentary but it got the message right: America isn't doing enough to fight climate change #Ã¢â‚¬Â¦,793230456875544576
0,RT @GlblCtzn: HereÃ¢â‚¬â„¢s what you need to know about Leonardo DiCaprioÃ¢â‚¬â„¢s climate change film. https://t.co/iqsmOmRlTk,793231460778012672
1,RT @UN: 12 #globalgoals are directly linked to climate change. The #ParisAgreement is crucial to achieve them.Ã¢â‚¬Â¦,793232335881789440
1,"RT ClimateReality: Clean energy proves there are real, solid solutions to climate change that make economic sense!Ã¢â‚¬Â¦ https://t.co/MSocrJEYA9",793233407845265408
1,RT @UN: 12 #globalgoals are directly linked to climate change. The #ParisAgreement is crucial to achieve them.Ã¢â‚¬Â¦,793233917243453441
1,RT @TheEconomist: Uncoupling emissions growth and economic expansion is important for slowing climate change https://t.co/TnjMRQSU5V https:Ã¢â‚¬Â¦,793233993185497088
0,RT @LaceyGreve13: People who denounce climate change be like: https://t.co/YcdGfTctcy,793237993733525505
1,RT @TheEconomist: Uncoupling emissions growth and economic expansion is important for slowing climate change https://t.co/TnjMRQSU5V https:Ã¢â‚¬Â¦,793238590654382081
1,RT @umSoWutDntCare: @MrJamesonNeat @PatrickMurphyFL Florida you need Dems in office to get things done with climate change! #VoteBlueNoMattÃ¢â‚¬Â¦,793239188665622528
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793239240855457792
0,"RT @Waterkeeper: Stream Before the Flood, a new film about climate change by @LeoDiCaprio &amp; Fisher Stevens, for free. https://t.co/uRaXqAriÃ¢â‚¬Â¦",793239468652175360
2,"RT @globalwinnipeg: Canada not ready for catastrophic effects of climate change, report warns https://t.co/EyLEOsg8XE",793239810999660544
2,"Clouds are impeding global warmingÃ¢â‚¬Â¦ for now: 

Lawrence Livermore National Laboratory researchers have id... https://t.co/Ny25lbS6S0",793240023860600832
1,#Halloween's ok but if you really wanna get scared watch the new @NatGeoÃ¢â‚¬â€¹ climate change doc with @LeoDiCaprio https://t.co/W0txddoeQZ,793240385602592768
0,RT @ddale8: Trump again vows to cancel the US contribution to the UN climate change program and spend it on clean water and clean air in AmÃ¢â‚¬Â¦,793240438287110144
1,"That climate change story you've always wanted to tell? 
Now's the time. #ClimateAction Film Contest. https://t.co/NAQGPzRcuW",793241179475161088
1,RT @NatGeoChannel: One of the easiest ways to help combat climate change in your daily life is to stop eating beef. Here's why:Ã¢â‚¬Â¦,793241711942119424
2,"#ClimateChange #CC Polar vortex shifting due to climate change, extending winter, study ... https://t.co/7UhFTFzXDQ #UniteBlue #Tcot :-(",793242032164605952
0,RT @IndieWire: Watch Leonardo DiCaprio's climate change doc #BeforeTheFlood for free online https://t.co/g3iUV8yU0u https://t.co/LVXS17ILSn,793243453886861312
0,RT @ColeLedford11: polar bears for global warming. https://t.co/PqPcElsKkt,793243601744429056
1,"RT @ParantoKristine: So proud of Leo Decapriro hard work on climate change, I believe it's part of his destiny, I believe we're in a criÃ¢â‚¬Â¦",793243912957599746
1,"Before the Flood - National Geographic - Join Leonardo DiCaprio as he explores the topic of climate change.
https://t.co/s4srIqRO2i",793244890079657985
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793245118174261249
1,@bhandel58 climate change is not the only thing of importance going on in the world. Role of govt is not to try to be the sun.,793247145361014784
2,RT @climateprogress: Will global warming help drive record election turnout? https://t.co/R6Ig2hH2th https://t.co/4r7Z5j3QJz,793248049178877952
1,RT @UN: 12 #globalgoals are directly linked to climate change. The #ParisAgreement is crucial to achieve them.Ã¢â‚¬Â¦,793249986574028800
1,Fuck all the people who don't believe in global warming it's real and we need to actually need to pay attention to it,793250758699253760
1,RT @SenSanders: The Dakota Access Pipeline would be a huge blow to our fight against climate change. #NoDAPL https://t.co/47m6yUu4m5,793251243749699584
1,"If scientists can't convince the US that climate change is real, how can its citizens convince eachother to change?",793251559421468672
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793251590102618112
1,Adapting to climate change.. https://t.co/N2jbgezAQ0,793251790380687360
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793252717376507904
1,We don't need to be an indigenous person to show support. Its time to treat the NATIVE right and take climate change seriously #NoDAPL,793253131689787396
1,RT @MikeBloomberg: .@LeoDiCaprio's #BeforetheFlood on @NatGeoChannel tonight puts focus on reality of climate change &amp; need for action. httÃ¢â‚¬Â¦,793253307531735040
0,@RepDonBeyer Be sure to personally invite me to this like you said you did at the climate change forum. Never got it https://t.co/yvDkF8D6P2,793253637309038592
1,"RT @RisingSign: @MolonLabeNews Will do further research on this and get back to you. Still even with this, climate change is real &amp; so isÃ¢â‚¬Â¦",793253805035032576
1,RT @ClimateCentral: This is what it's like to be a young climate scientist in the age of climate change https://t.co/QX7wfvDA6w https://t.cÃ¢â‚¬Â¦,793253844188880900
1,Join LeoDiCaprio as he searches for answers on the issue of climate change. #BeforeTheFlood starts now! https://t.co/F9qQbLKpAa,793256613419311104
1,RT @NatGeoChannel: Join @LeoDiCaprio as he searches for answers on the issue of climate change. #BeforeTheFlood starts now! https://t.co/qcÃ¢â‚¬Â¦,793256727001100291
1,RT @MitchkaSaberi: everyone turn on your TVs to Nat Geo and watch @LeoDiCaprio's Before the Flood!! climate change is such an important issÃ¢â‚¬Â¦,793257611353141248
1,"@goodthngs IÃ¢â‚¬â„¢m creating a new think tank for climate change, would you join and post your tweet also at https://t.co/u1UbQXLmrF ?",793257822511390720
1,This whole global warming thing really is unfortunate...,793257968074526720
0,"RT @DivestDal: Innocent babes not getting tattooed, still branded children of the climate change era. #Birthmark https://t.co/54Kan43mEf",793259955461783552
0,RT @mashable: You can watch Leonardo DiCaprio's climate change documentary right here https://t.co/pvNXz5C7tb https://t.co/uaq41XAXIJ,793262259384516609
2,Listen to 58 years of climate change in one minute https://t.co/gp55aMnKof,793263861512204288
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793264122829811712
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793264655737114624
0,"@PracticalDoggo the main goal is to protect species from over fishing and allow them to repopulate, not to protect them from global warming",793264678465961984
1,RT @mymodernmet: Photographer @thevonwong raises awareness for victims of climate change with epic shoot on a bed of lavaÃ¢â‚¬Â¦,793264742148116480
0,"My little Owlette saved halloween, the election, climate change, and negativity. She's SO SPECIAL!!! https://t.co/EglW9mhBHX",793264925208514560
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793266314546741248
0,I want this but I live in Texas and every season is now global warming https://t.co/nC6HRoZJBs,793266755070144513
1,RT @MattMcGorry: Important article on need 2 not make #NoDAPL JUST about climate change thus erasing the struggle for Native rightsÃ¢â‚¬Â¦,793266774045233152
1,"Remember when #Trump bragged about committing sexual assault, disregarded the Geneva conventions, and called climate change a hoax?",793267301172801538
1,RT @thisisoutspeak: Meet @XiuhtezcatlM who is leading a charge against climate change with #GenerationRYSE https://t.co/CethVGMRcW https://Ã¢â‚¬Â¦,793267601749270529
1,"@crisastoc IÃ¢â‚¬â„¢m creating a new think tank for climate change, would you join and post your tweet also at https://t.co/u1UbQXLmrF ?",793268448352694272
0,RT @CostaSamaras: Talked about climate change/adaptation w/ the first-year engineers today. Said: not an envt'l issue; rather it'll affectÃ¢â‚¬Â¦,793268550387372032
1,"Lois Barber: Nuclear weapons, climate change reasons to back Clinton: Trump has called for a huge military bu... https://t.co/At2JaFyMUv",793269688901840896
1,If you haven't watched this yet you really need to. climate change is only going to get worse. https://t.co/RNhQyu2L9t,793269881990852609
1,"And people say global warming doesn't exist. So that's why we have summer weather in fall right? Okay.

Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š https://t.co/i9aGIIL17M",793269957249339394
0,Nigga asked me what's my inspiration I said global warming,793269959472406528
1,RT @NatGeoChannel: Join @LeoDiCaprio as he searches for answers on the issue of climate change. #BeforeTheFlood starts now! https://t.co/qcÃ¢â‚¬Â¦,793271339276697601
1,That's crazy that some politicians still don't believe in global warming.,793272751041765376
1,@ANI_news I doubt this would work. Plus it added more to existing pollution levels and worsened global warming,793273366580834304
0,Polar bears for global warming. Fish for water pollution. https://t.co/jscxJNw7Js,793273431269773313
0,Americans are even less worried about Russia than climate change.,793273527075995648
0,"RT @Waterkeeper: Stream Before the Flood, a new film about climate change by @LeoDiCaprio &amp; Fisher Stevens, for free. https://t.co/uRaXqAriÃ¢â‚¬Â¦",793273862268026880
0,RT @mitchellvii: Americans are even less worried about Russia than climate change.,793274115356405761
1,"#ClimateChange: For New York, climate change is an immediate existential threat.: https://t.co/VjNr9RslK0",793275725549895680
0,RT @mitchellvii: Americans are even less worried about Russia than climate change.,793276073412792320
0,RT @mitchellvii: Americans are even less worried about Russia than climate change.,793276666202251264
1,RT @savbrock: It's almost 90 degrees outside on Halloween and some of y'all are still denying the legitimacy of global warming Ã°Å¸Â¤â€,793276892124160001
1,RT @UN: 12 #globalgoals are directly linked to climate change. The #ParisAgreement is crucial to achieve them.Ã¢â‚¬Â¦,793277317841883136
0,RT @mitchellvii: Americans are even less worried about Russia than climate change.,793277927810969600
0,RT @mitchellvii: Americans are even less worried about Russia than climate change.,793278073122664448
0,RT @grist: .@LeoDiCaprioÃ¢â‚¬â„¢s new climate change film is now streaming https://t.co/YZypinNHXZ #BeforeTheFlood https://t.co/kdcQ5VNVxZ,793278182887714817
1,"RT @shanmutweets: Very good, impactful doc from @LeoDiCaprio got to take big steps for a positive climate change #climatechange https://t.Ã¢â‚¬Â¦",793278339356123136
1,RT @ReinaDeAfrica_: When you know this unusually warm weather in October is due to global warming and climate change but you still kindÃ¢â‚¬Â¦,793278603530207232
1,@LeoDiCaprio thank you for the eye opening documentary. If you want a real and true portrait of climate change watch #BeforeTheFlood NOW!!,793278618046574593
1,RT @NatGeoChannel: Join @LeoDiCaprio as he searches for answers on the issue of climate change. #BeforeTheFlood starts now! https://t.co/qcÃ¢â‚¬Â¦,793279927630098432
1,RT @ClimateCentral: This is what it's like to be a young climate scientist in the age of climate change https://t.co/QX7wfvDA6w https://t.cÃ¢â‚¬Â¦,793279986530594816
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793280078893289473
2,"Polar vortex shifting due to climate change, extending winter, study finds
 https://t.co/62FyvFmvDK",793281000419667968
0,RT @IndieWire: Watch Leonardo DiCaprio's climate change doc #BeforeTheFlood for free online https://t.co/g3iUV8yU0u https://t.co/LVXS17ILSn,793282053848592385
0,RT @erinisconfused: watching the leo dicaps climate change doc n waiting for him to vape a huge blueberry flavoured cloud into our gd atmosÃ¢â‚¬Â¦,793282071452057600
1,#SDG13 is a call to take urgent action to combat #climate change and its impacts. Join the movement:Ã¢â‚¬Â¦ https://t.co/BqxZ5ZkBjv,793282241900052480
0,@PDChina Its global warming..,793282269263777792
1,I'm not even ready to watch Before the Flood bc it's gonna make me hella emotional &amp; angry at people for not caring about global warming,793282349416972288
-1,"RT @trojan719: Why don't you fucking global warming idiots just go away,! Get a real job for a change'.",793283530486874112
1,Watching Bill Nye the Science Guy special on climate change. One dude just leaves us 15 more years to survive. Doomed,793285466627813376
2,Ã¢â‚¬Å“Will global warming help drive record election turnout?Ã¢â‚¬ï† by @climateprogress https://t.co/PEcabzBhxe,793285699550052352
1,RT @DeclanMcKenna: There a lot of things I don't agree with that I won't call you a goose for but if you don't believe climate change is aÃ¢â‚¬Â¦,793285776243122176
0,RT @WISTERIAJACK: polar bears for climate change https://t.co/ekeInuXuf5,793289555709263872
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793289828859252737
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793290141917937664
1,"Supreme Court, building on healthcare, climate change...#ButHillarysEmails",793291457616498688
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793294487690711040
1,RT @aroseadam: Need bedtime reading? Our modeling paper on the effects of realistic climate change on food webs is out! https://t.co/VvaWIoÃ¢â‚¬Â¦,793294685322223616
0,RT @mitchellvii: Americans are even less worried about Russia than climate change.,793296166708469760
1,RT @planetizen: For the good of the planet: a series of four courses on local actions for climate change. https://t.co/2k9vZipnN9 https://tÃ¢â‚¬Â¦,793296226489806848
1,RT @SEIclimate: Transnational #climate change impacts: An entry point to enhanced global cooperation on #adaptation?Ã¢â‚¬Â¦,793297494704873472
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793298886970384385
0,@NWSSeattle is this climate change or just weather?,793299843103940608
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793300620451061760
1,#Halloween's ok but if you really wanna get scared watch @NatGeo's newÃ¢â‚¬â€¹ climate change doc with @LeoDiCaprioÃ¢â‚¬Â¦ https://t.co/RGb4ixueW7,793302299464564736
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793304347321008128
1,Leo DiCaprio whining about his future kids not being able to see snow when the best way to stop climate change is to not have kids. Ã°Å¸Ëœâ€™,793305117260967936
1,RT @greenpeaceusa: Did you miss the premier of @LeoDiCaprio's climate change documentary #BeforeTheFlood yesterday? Catch up here &gt;&gt; https:Ã¢â‚¬Â¦,793306106235719682
0,National GeographicÃ¢â‚¬â„¢s climate change documentary with Leonardo DiCaprio is now on YouTube https://t.co/S8IbXczGgt via #thenextweb,793307177125416960
1,RT @COP22: In 4 days the most ambitious climate change agreement in history enters into force. Have you read #ParisAgreement?Ã¢â‚¬Â¦,793308788627570688
0,Glaciers for global warming https://t.co/oZH6LGNse5,793313172895653888
0,"@inferillum @johnpodesta @ChadHGriffin sister, and his views on the pipelines, climate change issues is endgame for me. I can't do it.",793314530910699520
1,A must watch documentary on global warming. https://t.co/qBVPjWw5RW,793315285562449920
1,RT @JasonSalsaBoy: friendly reminder that its still hot this time of year bc of global warming brought on by people and possibly even reptiÃ¢â‚¬Â¦,793315739767754752
1,RT @TheMisterFavor: #NationalGeographicÃ¢â‚¬â„¢s climate change documentary with #LeonardoDiCaprio is now on #YouTube! https://t.co/yEA6kinX2AÃ¢â‚¬Â¦,793316492553154560
0,In the end of October CAREC experts on climate change and sustainable energy met with Nazarbayev UniversityÃ¢â‚¬â„¢s team https://t.co/Kw7KdLQ6EX,793318495719161856
1,Highly recommend #BeforeTheFlood documentary on climate change for a truly terrifying wake up call this Halloween. https://t.co/i1gsKi7F02,793321135739838464
2,Top university stole millions from taxpayers by faking global warming research https://t.co/WwvfhILc3q #earthfirst https://t.co/xQcKibuPBb,793321301834338304
1,RT @BitsieTulloch: Happy Ã°Å¸â€™â‚¬Ã°Å¸Å½Æ’Ã°Å¸â€¢Â¸! Want to see something truly scary? @NatGeo &amp; @LeoDiCaprio made a great documentary about global warming: httpÃ¢â‚¬Â¦,793321812356657154
0,RT @mitchellvii: Americans are even less worried about Russia than climate change.,793322634876420096
0,"RT @ramonbautista: Numinipis na ang yelo sa Arctic Circle, pati si Santa nangangayayat na. Nakakatakot talaga ang global warming https://t.Ã¢â‚¬Â¦",793323071796940800
2,"RT @WorldResources: Reflections on Leonardo DiCaprioÃ¢â‚¬â„¢s new #climate change film, #BeforeTheFlood https://t.co/YRrLgtZRbc https://t.co/A0tWUÃ¢â‚¬Â¦",793324083869999104
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793328336571277312
1,RT @Seasaver: If everyone who tweets about halloween tweeted about genuinely terrifying things like climate change &amp; overfishingÃ¢â‚¬Â¦,793329448661688320
0,"RT @S_Kanzaki_: Me: Thank you.
Subaru: (clapping)
Aikomi:
Aikomi: Ã¢â‚¬Â¦The presentation was supposed to be on global warming, not why you hateÃ¢â‚¬Â¦",793329761946898432
1,RT @UN: 12 #globalgoals are directly linked to climate change. The #ParisAgreement is crucial to achieve them.Ã¢â‚¬Â¦,793329835611271170
1,RT @ClimateCentral: Here's how climate change will affect sea level rise (and flood cities) as the world warms https://t.co/btLitj44uUÃ¢â‚¬Â¦,793330265397530624
1,"RT @billmaher: Not a single question about climate change in all 3 debates. Sad. No, really - sad.",793330915782995968
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793331188995874816
1,RT @EnvDefenseFund: 5 ways climate change is affecting our oceans. https://t.co/ejLx0v5j7D,793331313755365376
0,RT @mitchellvii: Americans are even less worried about Russia than climate change.,793332322028228608
0,RT @mitchellvii: Americans are even less worried about Russia than climate change.,793333356532498432
2,Amplified plant turnover in response to climate change forecast by Late Quaternary records https://t.co/8ZAMi8ORGZ,793333422118866945
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793334700437889024
1,RT @SenSanders: The Dakota Access Pipeline would be a huge blow to our fight against climate change. #NoDAPL https://t.co/47m6yUu4m5,793334966398529536
2,Recent pattern of cloud cover may have masked some global warming: ThereÃ¢â‚¬â„¢s a deceptively simple number at the... https://t.co/B2u5ucFrJK,793340053699166208
2,Recent pattern of cloud cover may have masked some global warming: ThereÃ¢â‚¬â„¢s a deceptively simple number at the... https://t.co/zkA5GkP43c,793340100520321024
1,Keynote: Modeling impacts of climate change- what are information needs? Tim Carter Finnish Env Institute #SASAS2016 https://t.co/ySnbZ9eSFp,793342112859320320
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793342245776789505
-1,"RT @realDonaldTrump: It's freezing outside, where the hell is 'global warming'??",793342333072932864
1,Soils help to combat and adapt to climate change by playing a key role in the carbon cycle https://t.co/KlqoMlrRJ1 via @FAOKnowledge,793343222961565696
2,"RT @radioheadfloyd: Polar vortex shifting due to climate change, extending winter, study finds - The Washington Post https://t.co/iKjoQOumCN",793343713581883392
2,Google:How Margaret Thatcher helped protect the world from climate change - CityMetric https://t.co/DuGVYAihdJ,793344838699720704
1,@andyserling That's right. Aqueduct has an indoor studio. With climate change we can expect more aberrations at Belmont in the future.,793345017137995776
1,"@Baileytruett_yo @Tomleewalker why do people defend the leading cause of climate change, deforestation, pollution etc get over it it's meat",793347415860445185
1,RT @ClimateCentral: Here's how climate change will affect sea level rise (and flood cities) as the world warms https://t.co/btLitj44uUÃ¢â‚¬Â¦,793347640473845761
0,RT @TheNextWeb: National GeographicÃ¢â‚¬â„¢s climate change documentary with Leonardo DiCaprio is now on YouTube https://t.co/qMsxAyKcjo https://tÃ¢â‚¬Â¦,793348275772489728
1,RT @NatGeoChannel: 'The small island nations that contribute the least to the process of climate change are going to feel the worst efÃ¢â‚¬Â¦,793348946571603968
2,"In rare move, China criticizes Trump plan to exit climate change pact https://t.co/PpP0Pu876A #Politics #News",793349737176903680
1,Leonardo DiCaprio's documentary on climate change slays! Ã°Å¸Ëœï†Ã°Å¸Ëœï†Ã°Å¸Ëœï†Ã°Å¸Å’Å½Ã¢ï†Â¤Ã¯Â¸ï† Give it a watch on YouTube!,793350094158520320
2,"RT @ReutersChina: In rare move, China criticizes Trump plan to exit climate change pact https://t.co/hUihq4qxTa",793351672609120256
2,"Reuters: In rare move, China criticizes Trump plan to exit climate change pact: BEIJING (Reuters... https://t.co/0iSoZol1JA #environment",793352351373340672
2,"RT @frankdugan: In rare move, China criticizes Trump plan to exit climate change pact https://t.co/Kl5WpraDaw via @Reuters",793352468939759616
2,"In rare move, China criticises Trump plan to exit climate change pact https://t.co/uW2dAn82ps",793353027906265088
0,NatGeoÃ¢â‚¬â„¢s climate change documentary with Leonardo DiCaprio is now on YouTube https://t.co/9F2uNfY6TB by #jokoanwar via @c0nvey,793354958573805568
1,RT @FlakesOnATrain: .@carolinelucas is right to highlight the vital importance of upland peat in climate change. Depressingly she is dismiÃ¢â‚¬Â¦,793355407624400896
1,RT @NatGeoChannel: One of the easiest ways to help combat climate change in your daily life is to stop eating beef. Here's why:Ã¢â‚¬Â¦,793355810629947392
2,"RT @ReutersPolitics: In rare move, China criticizes Trump plan to exit climate change pact https://t.co/XIaB60VvHi",793356305125617664
0,"RT @bbtfln: jiyong: girls are so hot
jiyong: guys are hot too oh damn
jiyong: why is everyone so hot
daesung: global warming.",793357444738981888
1,Are we ready to take the necessary steps to reduce climate change through revolutionary energy evolution? #COP22,793358753307525120
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793358803320336384
1,RT @MikeBloomberg: .@LeoDiCaprio's #BeforetheFlood on @NatGeoChannel tonight puts focus on reality of climate change &amp; need for action. httÃ¢â‚¬Â¦,793360338808745985
0,#BeforeTheFlood a documentary on climate change Ã°Å¸ï†Â³Ã°Å¸ï†Â¼Ã°Å¸ï†Â§https://t.co/vkSGOpO5fE https://t.co/ad7ef58YPF,793360842435731456
-1,RT @realDonaldTrump: The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.,793362236177805312
1,RT @theecoheroes: Fantastic Beasts: Our secret weapon in combating man-made climate change Ã¢â‚¬â€ animals #climatechange #animalsÃ¢â‚¬Â¦,793362686562201600
1,RT @ConversationEDU: Sea turtles have been around for 150 million years but the pace of climate change is an existential challenge.Ã¢â‚¬Â¦,793362825661997056
2,"Reuters: In rare move, China criticizes Trump plan to exit climate change pact https://t.co/4Tw3hcFm2E https://t.co/9y07c9fmP8",793363463418572800
2,"RT @Reuters: In rare move, China criticizes Trump plan to exit climate change pact https://t.co/XM7qUmahdX https://t.co/NA2yg8JkP9",793363657400778752
2,Indian farmers fight against climate change using trees as a weapon https://t.co/Go3yOxBFmi,793364608538992640
1,RT @GuardianSustBiz: Aus bus complicit in The Big Lie. Not poss to save Reef without tackling global warming @David_Ritter @GreenpeaceAP htÃ¢â‚¬Â¦,793364875821125632
2,"In rare move, China criticises Donald Trump plan to exit climate change pact: Donald Trump has threatened to ... https://t.co/lUBNj7T8qd",793365623518605312
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793366111584563202
2,"RT @Reuters: In rare move, China criticizes Trump plan to exit climate change pact https://t.co/XM7qUmahdX https://t.co/NA2yg8JkP9",793366434428522496
0,@e3f3c53fc7ae44e @EjHirschberger @RealStrategyFan #blast caused by cow farts global warming and HRCs hot lying air,793366839820685312
0,Meet the unopposed Assembly candidate who says climate change is a good thing that hurts 'enemies on the equator'Ã¢â‚¬Â¦ https://t.co/xt9p5uXckl,793367052769644545
0,Meet the unopposed Assembly candidate who says climate change is a good thing that hurts 'enemies on the equator' https://t.co/CZ2SK5Fnlo,793367158612865024
2,"Polar vortex shifting due to climate change, extending winter, study:
- 'idea...controversial'
https://t.co/2J4RlkU7cd",793367217593135104
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793367354038038529
2,"RT @Reuters: In rare move, China criticizes Trump plan to exit climate change pact https://t.co/XM7qUmahdX https://t.co/NA2yg8JkP9",793367468399923200
2,"Endangered, with climate change to blame - High Country News https://t.co/3wdry1uIyV",793369188790312960
1,"If you think climate change is a figment of your imagination watch this 
https://t.co/pTcbJTc7gq",793369748151107584
1,RT @TheEconomist: Uncoupling emissions growth and economic expansion is important for slowing climate change https://t.co/TnjMRQSU5V https:Ã¢â‚¬Â¦,793370020416020480
2,"Indian farmers fight against climate change using trees as a weapon

https://t.co/gehCNSMtPc",793370057145475072
1,RT @greenpeaceusa: Did you miss the premier of @LeoDiCaprio's climate change documentary #BeforeTheFlood yesterday? Catch up here &gt;&gt; https:Ã¢â‚¬Â¦,793370485488775168
0,"RT @TimBuckleyIEEFA: Fiduciary duties of directors &amp; trustees post Paris COP21 ratification re climate change, a clear legal risk https://tÃ¢â‚¬Â¦",793371593816760321
2,RT @TUnfractured: Commonwealth brainstorms on climate change reversal https://t.co/K4jhZ9awy2 #climatechange #commonwealth https://t.co/Y0Ã¢â‚¬Â¦,793372504085659648
0,RT @Slate: You can now watch Leonardo DiCaprioÃ¢â‚¬â„¢s climate change doc online for free: https://t.co/xltvx35kZH https://t.co/kPxu1qWjlw,793372579323121664
1,Lisbon will likely be in the middle of a desert by 2100 if we donÃ¢â‚¬â„¢t mitigate climate change https://t.co/7NZnFmUABs via @qz,793372624319569920
2,"In rare move, China criticises Trump plan to exit climate change pact: Trump has threaten... https://t.co/wDAPhE4P71 #pakistan #business",793377303816384512
1,RT @Seasaver: The ocean is losing its breath Ã¢â‚¬â€œ and climate change is making it worse https://t.co/myO8tGHlGK @ConversationUS,793377546524094464
2,"RT @Reuters: In rare move, China criticizes Trump plan to exit climate change pact https://t.co/XM7qUmahdX https://t.co/NA2yg8JkP9",793379273528651777
2,Halloween costumes and race and climate change https://t.co/GVaBe0qa9Y,793380961870307328
2,"RT @Reuters: In rare move, China criticizes Trump plan to exit climate change pact https://t.co/XM7qUmahdX https://t.co/NA2yg8JkP9",793386247163174912
2,RT @KurtJaenen: Cloudy feedback on global warming #news #tech #science https://t.co/7STMLbiZfX https://t.co/XwxJVy0YgR,793386689725169664
1,We need to educate local communities about climate change &amp; local strategies to tackle it- Mr Mungwe. @environmentza @Youth_SAIIA @CANIntl,793388978431004673
0,"@TheRickyDavila no paying taxes, give USA away for Putin, investment from China, sexual assaults,stupid 'bout climate change'll make us sink",793389003030474752
